Chave,Valor
2121112116,-0.5000590419142008
1113222212,-0.8715663019852655
1113122113,-0.6247844726188632
1121212222,0.10127728985156301
2121111115,-0.5700622672202549
2117212136,0.8857283390129325
3111221214,0.3792362106103744
1113222112,-0.6210587567506243
2222111236,0.48898934313486064
1123112233,0.32711482945167636
2213111115,0.3904584607235939
2112211135,-0.6036066408255174
2217111135,-0.9079551868863853
1227221123,-0.9372613796421185
1111222122,0.17490959853341684
3217212227,-0.6286528711719095
3111211111,0.8365603181733963
1112211123,-0.8713743037216448
1113212132,-0.7718849895200783
3113221124,-0.027569620570081277
1123111132,0.3496096776410107
3122112217,-0.9058894279122838
2117121216,0.04432130785908632
1212221212,-0.767581972077962
3212211124,-0.0064637581686277645
3117122134,-0.04827358003919313
3121212234,0.1452067826057506
1222222222,0.13756050972930622
2221211125,0.6617436136262456
3211221237,0.9590122682554969
1211222212,0.7792934261964175
3211211124,0.6463998854399147
2221211216,-0.4488756418023494
2112211215,0.8928383952683432
1213212222,0.6590630550672338
3213211127,0.3304931947947163
1221122112,-0.4314475921279779
3211122227,0.17692346341851972
2113121235,0.5399439192896256
3117112111,-0.6749597973466255
3123112234,0.12165254171597373
3223112231,-0.7160181847637304
1121212223,0.13876818431883745
2127122235,0.43528209738242607
3212112231,0.6748704919042003
1217111212,0.8723717241982072
3121221124,0.7057685815625023
1111222212,0.07993637377788132
3217122224,0.0995107435951299
1113221112,-0.5716304817763442
1123212123,0.45185693794008985
1117211112,-0.04574256298225887
1221122223,0.05156025577911653
2223222126,0.7057436931007
3217222117,0.5069472720763339
1122112223,0.018339206609427228
3121222134,-0.9574514802875136
3127222127,0.03488710812904494
3113221231,0.5114719201936024
3222221217,0.901026465938882
3121212127,0.321135855980331
1227222233,0.3287291221781805
3112222221,-0.9812238242106652
2127211225,0.4444039574480929
2227211135,0.035612146477459916
3112121227,-0.7924720027235579
2217211226,0.3037881499949857
1222122232,0.8782111003882878
2211211116,0.5052053347424881
1211121113,-0.3031454602739163
3221212111,0.4593341922817684
1223112232,-0.07833259504951928
3217112214,0.778811122099369
2112122135,0.8609815841769706
2113212225,0.3814432933110832
1221221233,-0.49107508246399467
1123122213,0.501445571629676
2127211126,0.17973050835770674
2223122236,0.6725667723161883
3122212134,-0.008778946158934648
1222122123,-0.015194906352197668
2123111235,0.7188801708533572
3123111137,0.19755399663838902
3221221234,0.009563541995212784
2127212215,0.23451188514249816
1222112223,0.7917761633699936
2211212126,0.38200339397756666
1112211112,0.2334497510035698
3222222137,0.03616304993493966
1211111123,0.0072681832086903654
3223111137,0.7848441710090752
3217211237,-0.3515369615423767
3121221117,-0.7870325527323296
2112222136,-0.5836382692425546
2223112126,0.8352025507952932
1113211213,0.24208967390152458
3113221234,-0.5669523700605832
1123111223,0.9113724988519476
1222122122,0.3388050885290914
2211122226,-0.23457385461522673
1221121123,-0.9798819739192917
3121112117,0.7540151918720641
3122122127,-0.13215382031416567
3213121134,0.4845729928039675
3223212227,-0.7340485570238351
2112212115,-0.020798890410010144
2111121215,0.8382858377682223
2123122136,0.2227032457217235
3123221111,0.8391493196378459
2222221236,0.014909842162374787
3222122217,0.7640041687606096
1211112232,0.2857523375532265
1213211132,0.18868559423858144
2127111216,0.08536486910710653
1123211222,0.7113306916527964
3117112121,0.9475341545715252
2217221236,0.7182606163792975
1227122123,0.012878064121693752
3227212237,0.02905834128449692
2212121116,0.37067189340727325
1211112122,0.003376563646747456
2123221136,0.4628541299449891
2122211136,-0.5914091730931481
1121221213,-0.924253089031327
1122121213,-0.9845045017239069
3217212127,0.6163529722273839
1121222112,0.20081126789783021
1111212122,0.12616105240398592
2217211126,0.14006279354008433
3223121131,-0.9203697058616458
1123122212,0.4227489616225919
3213122227,-0.08164130153212357
1223222112,-0.4080868506476265
3123221217,0.2452072660671818
3123121211,0.052564573072822585
2127122216,0.04005691494239616
3113221211,-0.7647789264639104
1123112222,0.8118434890705428
1211212233,0.905990543802043
3127112211,-0.8491476330343131
2112211225,0.5242723756664867
3117222117,-0.25440567474222053
3123211124,0.9140454814559977
3127111137,0.02202050523519187
1211111232,-0.558739713110268
2217211125,0.26782768719550193
3211212121,-0.16756616528543322
3212211127,-0.9882047213097591
3123211127,-0.2957701905224217
2223222225,-0.4795854673918123
3112211237,0.3418168658539782
1217112113,-0.05418611009246711
2122221215,0.1998790917286815
3122112211,-0.6743346173502596
1213221222,0.0424108330152706
2111211115,0.8912816763807381
3212211134,0.027394808547108445
1221212223,0.07607135630175853
2111221225,0.34307938852675
1223122112,-0.838894953550055
3122211111,0.4275037086621105
3122121114,0.0440617589522696
2222122216,0.0722314011714373
2213111125,-0.003276197593560237
1112211232,-0.28258339936425325
2221112125,0.9046478983643578
3113221224,-0.8884504538414184
2111212126,0.43839033828455554
2122211116,0.09831574784648676
3127122211,-0.7468133187805059
2121111236,0.66808727916236
2127211116,0.06612097189189536
2222212225,0.2060626773975709
1112211132,0.042240539380482334
3211121214,-0.4661260479830578
1122122132,0.45445927356674765
3212122117,-0.8160599494319976
3213112134,0.40451115101746304
2211111226,0.07543964233647893
1222121113,-0.5318767188672069
3217121134,-0.6520935693483971
3222222124,0.8383692260229829
2113212215,0.935271060248549
3211122234,0.10263364147018852
2117111226,0.9642074835641541
3217112111,0.339591950874895
3123111221,0.7663574161120383
3121112137,0.4713915838476228
2217212226,-0.5748459705927877
2227212115,-0.24399093331638855
3221111221,0.06554052593770132
3122222237,0.3872354347325877
1122222212,-0.9541745114789357
1121111233,-0.6500026105720704
2122222115,0.7569041211655716
3112121137,0.03410633471658606
2217121226,0.139650331614377
3122211231,0.02530467211425519
1227212123,0.30753829313129244
2211212225,0.8666122783614856
1127212223,0.10459995978697935
3227112124,-0.3152932672170954
3123111224,-0.7433324409018958
2222212115,-0.41502643406145245
2222122115,0.21357275045561727
3117112227,0.619830657326002
2123221215,-0.18083212325210773
1212221213,-0.2480554159842916
2122211235,-0.18336574310239095
1123221113,0.323391071968564
1113212213,-0.16286656756462525
3112222227,-0.18075858028896352
3211212227,0.731898634662528
3213222221,0.9944990344409532
3113221214,-0.18040210131287693
3222112224,0.6831547857586964
2213222235,0.0979977064551012
1213222122,-0.38850491420678557
2127222226,0.9485049556687684
1227212113,0.9021444614102869
2117211116,0.0889433456966858
1223212223,0.6303163227929034
2113122126,0.33711507832874754
3212212231,-0.8402477087455329
1117112223,0.5022037677439015
2123222235,-0.5005787857657669
2123221126,0.6743603779754408
3222211131,-0.05909462556987617
3211121121,0.3957302309082009
3212211121,-0.8080158474073822
3121211121,0.2991584280745303
3221222221,-0.6331965430545665
3121221231,0.04615834586990384
2121212216,-0.2287151249446917
3112112221,-0.9706344318910058
3212121127,-0.7358293927519577
1117211212,-0.7249899433394187
3221212231,0.01579641259256596
3127122237,-0.6630634134170426
2111211135,0.5412201300948833
3222111137,-0.028878276417412918
2221212215,-0.5401401485660273
1112212113,0.47561365966223423
2221121135,-0.994148724682296
2217121126,-0.419550329871722
2227211215,0.3083243098718938
1121222122,0.30267874475054213
1227112213,0.033199155192648246
3112222137,0.03357606081021666
2211211126,-0.4728579719926487
3223112117,0.831044346649261
1213122113,-0.99617106895588
3112122221,0.2961800113989319
1121222133,0.6775773623568542
2223222125,0.26053438247010097
3111222131,0.10680277447492238
2111211215,-0.38014469816961327
3221112234,0.14892640788386322
1123211112,-0.5853517538559694
2212211115,0.16413677196301893
3213121131,0.36484462159201003
3127112231,-0.7682437228698289
3223112127,0.5302502758240724
3121121221,-0.28042643827630465
3227221231,-0.005356455476974222
1223122213,0.8633760051807773
1123112223,0.3952051693277876
3122111224,-0.5160340386347497
2123212126,-0.48949319877424924
1121211133,0.684358420262213
3121122217,0.327523857455317
1123222212,-0.7196565366146663
3121122224,0.1399975432175522
1221211113,-0.15191613880194121
1212222123,0.6039884705988166
2122122216,0.035943189374195716
2211221116,0.3426821242868294
3122211114,-0.7545909467511831
1113121123,-0.08213036548185149
2112112226,-0.2467961526745055
3211221124,-0.731849758526407
1213211212,0.8448589208272121
3212222127,-0.28128147193110475
1112111133,0.2752905302046862
1221221112,0.6556528699407609
3111222231,0.9318729403148345
2121211116,0.15383612188869256
1122222133,0.5106524613535819
2227111126,0.35069427388238106
3112211131,0.03515274517391455
2217222126,0.25019503263272397
2111222136,-0.15129420346026334
2222222125,0.457042368731317
1217121233,-0.3717640646373732
3217122231,0.06657555792457584
3227222117,0.8566347395275293
1222122212,-0.7366193410238167
2211222116,0.7939713206229182
3223121114,-0.4600643984824624
1111121212,0.36868813248569876
2213112115,-0.5136300587017115
1122121112,0.988679528261736
2113211116,-0.03803224553714357
1223121133,0.5829308577890504
2217211225,0.8411926442989195
3121212121,-0.8611999241371295
1212112133,-0.07802189538179816
1112111113,0.13680531355502534
3111222127,-0.8068263941633318
3217111111,-0.8924544674559647
2117222116,0.07349815620823064
3117222124,0.1485314707276748
1221222233,0.05917080452464063
2127211125,0.3260407714254439
2111221226,-0.6165732035251543
3113112134,-0.2659200985551595
3122211137,0.03423438354746867
2127222235,-0.0017918458769488055
1227122222,0.032217445603068426
2227122135,-0.8495395929063865
2111112135,-0.7272111383316822
3127211237,0.027942175939783105
3112122234,-0.8469525133648617
3212221224,-0.11092482585747465
3121112134,-0.8138540767976492
1211212213,0.6490303598126221
2222112226,-0.8175036561774447
3212221124,0.39928926406121623
2223222116,-0.909999737232914
3227122224,0.8585717742151739
3227222214,-0.707758523766443
2213221116,0.7722665573217347
3221222211,-0.9845318373006136
2122211236,0.13898799471900958
1221112123,0.05387216630130673
3227121131,0.8208142548431836
3212211131,0.0427680069267867
3223221134,-0.3719325969924552
3213211121,0.5740658707719488
3211222217,0.7143096517928189
3117121114,0.20514197855640992
1213211223,0.3944868614956081
2122222226,0.38397117897357713
1112212112,0.5891179439232388
1117111223,0.45580624245158585
2227122115,0.003697588938320354
3117121127,-0.780534909749445
1227121113,-0.02877060366082196
3122111214,0.25279446977596676
1122222123,-0.4093493234844612
3127112227,-0.9651606895315514
3212121214,-0.4729296845256714
3212121231,-0.09605117257633576
1113222133,-0.2308231444866784
3213212214,0.3997006978548301
3221122214,0.026340557153148758
1112112112,0.14008729062909664
1212221222,0.6975936491521035
2123112235,0.8836817008406601
3121112131,0.9644227676539792
3212112127,-0.8608205615963069
3217211134,0.029597404342780402
3213112137,0.35188102032586865
3223222224,0.3440495178227567
2222211216,0.09928093177824421
3212221117,-0.3523411634501117
2221212126,-0.1120096874174703
3111221231,0.0984770991407111
3222112234,0.18663074864063486
3221121121,0.19522222547857782
3111122221,-0.8401939983255773
3223111214,0.12412047803606807
2221221215,-0.15990321587540302
1211221233,-0.8151539192303101
2223121226,-0.18513690477896017
2123212235,-0.38638724091718624
2127121236,0.49751581870724104
1212222133,0.7395656578554457
2113111215,0.7465750391624784
3121112114,0.5715587281503602
2121111136,-0.9725336882536828
1222111133,0.1485290061586979
3111212217,0.3406232280962471
3213221237,-0.40961915743659505
2117211136,-0.9936780206450189
3127111211,0.5862170122469597
2217211116,0.07637753217839759
2217212235,0.24595335876319768
1213112122,0.7152120794338968
2213211126,-0.18687571924232071
3127212134,0.001711508522666142
1121221112,-0.383927359547092
3227112227,-0.4912669958321565
2123212125,0.5065170009927713
2222212235,0.9553755701486268
2221122136,-0.6306206136053158
2227111136,0.11102831816175263
3127222221,0.9924191763052783
1223211132,0.3325266031941263
3117212224,-0.31562312808592563
3221111217,0.9784827622913634
